id,domain,category,audience,question,answer,keywords,source
VASTRA-00373,handloom,Customer Doubts & Clarification,customer|professional|seller,Can I dry handloom products in direct sunlight?,"Prolonged harsh sunlight can affect dyes and some fibres. Follow the label and prefer controlled, well-ventilated drying when appropriate.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00374,handloom,Customer Doubts & Clarification,customer|professional|seller,Can I iron handloom products every time after washing?,"Not necessarily. Excessive heat can damage fibres, dyes and embellishments. Iron only when needed and follow the label.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00375,handloom,Customer Doubts & Clarification,customer|professional|seller,How do I remove wrinkles from a handloom saree?,"If permitted, use low-heat ironing with a pressing cloth or gentle steaming. Avoid high heat on delicate silk, zari or unknown finishes.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00376,handloom,Customer Doubts & Clarification,customer|professional|seller,How do I remove a stain from a valuable handloom product?,"Do not experiment with strong chemicals. Blot gently if appropriate and consult a professional textile cleaner, especially for silk, zari, embroidery or valuable pieces.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00377,handloom,Customer Doubts & Clarification,customer|professional|seller,Why did the colour bleed?,"Dye migration can result from dye type, fixation, water temperature, soaking, detergent and finishing. Follow the care instructions and avoid prolonged soaking.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00378,handloom,Customer Doubts & Clarification,customer|professional|seller,Why did my fabric shrink?,"Possible reasons include fibre relaxation, yarn structure, finishing and washing conditions. Heat and agitation can increase dimensional change.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00379,handloom,Customer Doubts & Clarification,customer|professional|seller,Why did my saree become dull?,"Possible causes include unsuitable detergent, excessive washing, high heat, abrasion, chemical exposure or prolonged sunlight.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00380,handloom,Customer Doubts & Clarification,customer|professional|seller,Why did my silk become rough?,"Roughness can result from inappropriate washing, heat, chemicals, finish changes or fibre damage. Professional assessment is safest for valuable silk.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00381,handloom,Customer Doubts & Clarification,customer|professional|seller,Can I machine wash a saree?,"Only if the product label permits machine washing. Delicate silk, zari, embroidery and some handloom constructions may require gentler care.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00382,handloom,Customer Doubts & Clarification,customer|professional|seller,Can I dry-clean cotton?,"Some cotton products can be professionally cleaned, but ordinary washable cotton may not require it. Follow the product label.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00383,handloom,Customer Doubts & Clarification,customer|professional|seller,How do I store a silk saree?,"Store clean and dry, folded loosely in breathable fabric, away from strong light and moisture. Periodically inspect and refold stored textiles.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00384,handloom,Customer Doubts & Clarification,customer|professional|seller,How do I store a cotton saree?,"Keep it clean and completely dry, fold neatly, and store in a clean, ventilated environment.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00385,handloom,Customer Doubts & Clarification,customer|professional|seller,How do I store wool shawls?,"Store clean and dry, protect from insects, avoid prolonged compression and use breathable storage.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00386,handloom,Customer Doubts & Clarification,customer|professional|seller,How do I prevent mildew?,"Never store textiles damp. Maintain a clean, dry, ventilated storage environment and address moisture problems in the storage area.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00387,handloom,Customer Doubts & Clarification,customer|professional|seller,How do I prevent insects?,"Keep textiles clean and dry, inspect them periodically and use textile-safe storage practices. Avoid applying chemicals directly unless approved for textile use.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00388,handloom,Customer Doubts & Clarification,customer|professional|seller,What should I do if the care label is missing?,"Identify the fibre and construction conservatively. For valuable or delicate products, consult the manufacturer, seller or professional cleaner rather than guessing.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00389,handloom,Customer Doubts & Clarification,customer|professional|seller,Can Vastra identify fabric from a photo?,"A future computer-vision module can provide a preliminary classification, but a photo alone should not be treated as definitive fibre or authenticity proof.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00390,handloom,Customer Doubts & Clarification,customer|professional|seller,Can Vastra guarantee authenticity?,"No. Vastra can explain verification steps and interpret verified records, but authenticity requires trusted documentation, certification or authoritative records.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00391,handloom,Customer Doubts & Clarification,customer|professional|seller,Can Vastra tell me today's market price?,"Only if Vastra is connected to a current, verified pricing source. Otherwise it should not invent a current price.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00392,handloom,Customer Doubts & Clarification,customer|professional|seller,Can Vastra tell me whether a government scheme is currently open?,"Only when connected to current official government information. Scheme status, eligibility and deadlines can change.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00393,handloom,Customer Doubts & Clarification,customer|professional|seller,What if Vastra does not know the answer?,"Vastra should clearly say that it does not have enough verified information, avoid guessing, and point the user toward the care label, manufacturer, official handloom source or qualified professional.","doubt, clarification, handloom, customer support",Curated Vastra domain knowledge
VASTRA-00394,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is warping?,"Warping is preparing warp yarns in the required length, order and width for weaving.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00395,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is sizing?,Sizing applies a protective treatment to warp yarns to improve abrasion resistance and handling during weaving. The formulation depends on yarn and process.,"manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00396,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is denting?,Denting is arranging warp ends through the dents of a reed according to the weaving plan.,"manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00397,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is reed count?,Reed count describes the dent arrangement or density of a reed according to the relevant system. Interpret it together with the loom setup and yarn specification.,"manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00398,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is pick density?,Pick density is the number of weft insertions per unit length. The unit and measurement method should be specified.,"manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00399,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is EPI?,"EPI means ends per inch, a measure of warp density.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00400,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is PPI?,"PPI means picks per inch, a measure of weft density.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00401,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is beat-up?,Beat-up is the action that places the newly inserted weft into the fabric structure using the reed.,"manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00402,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is take-up?,"Take-up controls how woven fabric is advanced or wound, affecting production rate and fabric density.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00403,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is let-off?,Let-off controls the delivery of warp from the warp beam and helps maintain appropriate warp tension.,"manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00404,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is a reed mark?,"A reed mark is an unwanted visible line or irregularity associated with reed/denting, tension, loom condition or weaving settings.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00405,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What causes broken warp ends?,"Possible causes include weak yarn, excessive tension, abrasion, poor sizing, rough loom parts or incorrect settings.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00406,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What causes broken weft?,"Possible causes include weak yarn, winding problems, insertion issues, friction, tension or loom settings.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00407,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What causes uneven width?,"Possible causes include warp tension, take-up, beat-up, selvedge control, reed setup or loom condition.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00408,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is fabric inspection?,"Systematic checking for dimensions, defects, shade variation, stains, holes, weaving irregularities and other product requirements.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00409,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is a quality specification?,"A quality specification defines measurable requirements such as fibre composition, dimensions, weight/GSM, colour, construction, defects and finishing.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00410,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,How should a handloom manufacturer record a batch?,"Record product ID, raw material lots, yarn details, colour, loom/weaver information where appropriate, production dates, inspection results and disposition.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00411,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,How can QR traceability support manufacturing?,"A QR-linked record can connect a product ID to verified material, production, quality and care information.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00412,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,What is a yarn lot?,A yarn lot groups yarn produced or supplied under defined conditions so material consistency and traceability can be managed.,"manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00413,handloom,Professional Manufacturing & Quality,professional|artisan|manufacturer,Why is moisture control important in textile storage?,"Excess moisture can encourage mildew, affect fibres and cause storage damage.","manufacturing, quality, weaving, loom, production",Curated Vastra domain knowledge
VASTRA-00414,handloom,AI Scope & Guardrails,all,Can you answer questions about movies?,"I am Vastra AI, specialized in handloom and textile topics. I can help with fibres, yarns, weaving, products, care, artisans, quality, authenticity and related handloom business topics, but not unrelated subjects.","scope, guardrail, safe answer, handover",Curated Vastra domain knowledge
VASTRA-00415,handloom,AI Scope & Guardrails,all,Can you answer coding questions?,"I can help only when the coding question is directly related to the Vastra handloom platform, such as implementing product care data, traceability, inventory or the handloom chatbot. I should not act as a general programming tutor.","scope, guardrail, safe answer, handover",Curated Vastra domain knowledge
VASTRA-00416,handloom,AI Scope & Guardrails,all,Can you answer medical questions?,No. I am a handloom-domain assistant. I can discuss textile and fabric topics but should not provide medical diagnosis or treatment advice.,"scope, guardrail, safe answer, handover",Curated Vastra domain knowledge
VASTRA-00417,handloom,AI Scope & Guardrails,all,Can you answer legal questions?,"I can explain general handloom-related concepts, but current legal or regulatory questions should be verified against authoritative sources and qualified professionals.","scope, guardrail, safe answer, handover",Curated Vastra domain knowledge
VASTRA-00418,handloom,AI Scope & Guardrails,all,Can you answer unrelated shopping questions?,No. I should remain within the handloom/textile domain.,"scope, guardrail, safe answer, handover",Curated Vastra domain knowledge
VASTRA-00419,handloom,AI Scope & Guardrails,all,What if a user asks a mixed question?,"Answer the handloom-related portion and politely decline the unrelated portion. If the request is ambiguous, ask the user to clarify the handloom product or textile context.","scope, guardrail, safe answer, handover",Curated Vastra domain knowledge
VASTRA-00420,handloom,AI Scope & Guardrails,all,What if a customer asks how to wash an unknown fabric?,"Ask for the fibre/material, product type, care label information and any embellishment or zari details. If those are unavailable, give conservative guidance and recommend professional cleaning for valuable or delicate products.","scope, guardrail, safe answer, handover",Curated Vastra domain knowledge
VASTRA-00421,handloom,AI Scope & Guardrails,all,What if a customer asks whether a saree is authentic from an image?,"Explain that an image can provide clues but cannot guarantee authenticity. Recommend checking verified product documentation, certification or traceability records.","scope, guardrail, safe answer, handover",Curated Vastra domain knowledge
VASTRA-00422,handloom,AI Scope & Guardrails,all,What if the user asks for a current scheme or price?,Do not invent current information. Use a connected current official source; otherwise state that current status cannot be verified.,"scope, guardrail, safe answer, handover",Curated Vastra domain knowledge
VASTRA-00423,handloom,AI Scope & Guardrails,all,What if two sources disagree?,"Prefer the most authoritative and current source, preserve uncertainty, and explain that product-specific manufacturer or care-label instructions take priority for care decisions.","scope, guardrail, safe answer, handover",Curated Vastra domain knowledge
VASTRA-00424,handloom,Handloom Products,customer|professional|seller,What is Kanchipuram Silk Saree?,"Kanchipuram Silk Saree is associated with Tamil Nadu. Common material: silk; often zari. Common use: weddings, festivals and ceremonial wear. Rich silk saree tradition associated with Kanchipuram; exact fibre, zari and construction should be verified from the product record.","Kanchipuram Silk Saree, Tamil Nadu, silk; often zari, handloom",Vastra Handloom Product Master
VASTRA-00425,handloom,Handloom Products,customer|professional|seller,What is Banarasi Saree?,"Banarasi Saree is associated with Uttar Pradesh. Common material: silk; zari or other decorative yarns. Common use: weddings, festivals and formal wear. Traditional Banaras weaving tradition known for elaborate motifs and brocade-style effects.","Banarasi Saree, Uttar Pradesh, silk; zari or other decorative yarns, handloom",Vastra Handloom Product Master
VASTRA-00426,handloom,Handloom Products,customer|professional|seller,What is Baluchari Saree?,"Baluchari Saree is associated with West Bengal. Common material: silk, commonly Tussar-associated traditions. Common use: formal and ceremonial wear. Traditional handloom silk sari known for narrative and figurative motifs.","Baluchari Saree, West Bengal, silk, commonly Tussar-associated traditions, handloom",Vastra Handloom Product Master
VASTRA-00427,handloom,Handloom Products,customer|professional|seller,What is Paithani Saree?,Paithani Saree is associated with Maharashtra. Common material: silk and/or cotton depending on product. Common use: festive and ceremonial wear. Traditional Paithani weaving is associated with elaborate pallus and distinctive motifs.,"Paithani Saree, Maharashtra, silk and/or cotton depending on product, handloom",Vastra Handloom Product Master
VASTRA-00428,handloom,Handloom Products,customer|professional|seller,What is Chanderi Saree?,"Chanderi Saree is associated with Madhya Pradesh. Common material: silk, cotton or silk-cotton. Common use: light festive and everyday formal wear. Known for lightweight fabric, fine texture and traditional motifs.","Chanderi Saree, Madhya Pradesh, silk, cotton or silk-cotton, handloom",Vastra Handloom Product Master
VASTRA-00429,handloom,Handloom Products,customer|professional|seller,What is Maheshwari Saree?,"Maheshwari Saree is associated with Madhya Pradesh. Common material: cotton, silk or blends. Common use: everyday formal and festive wear. Associated with Maheshwar and known for distinctive borders and lightweight construction.","Maheshwari Saree, Madhya Pradesh, cotton, silk or blends, handloom",Vastra Handloom Product Master
VASTRA-00430,handloom,Handloom Products,customer|professional|seller,What is Pochampally Ikat Saree?,"Pochampally Ikat Saree is associated with Telangana. Common material: cotton, silk or blends. Common use: everyday and festive wear. Ikat patterns are created by resist-dyeing yarns before weaving.","Pochampally Ikat Saree, Telangana, cotton, silk or blends, handloom",Vastra Handloom Product Master
VASTRA-00431,handloom,Handloom Products,customer|professional|seller,What is Uppada Jamdani Saree?,Uppada Jamdani Saree is associated with Andhra Pradesh. Common material: fine cotton and other variants. Common use: formal and festive wear. Known for delicate Jamdani motifs and fine handloom construction.,"Uppada Jamdani Saree, Andhra Pradesh, fine cotton and other variants, handloom",Vastra Handloom Product Master
VASTRA-00432,handloom,Handloom Products,customer|professional|seller,What is Gadwal Saree?,Gadwal Saree is associated with Telangana. Common material: silk-cotton and related constructions. Common use: festive and ceremonial wear. Known for distinctive body and border/pallu construction.,"Gadwal Saree, Telangana, silk-cotton and related constructions, handloom",Vastra Handloom Product Master
VASTRA-00433,handloom,Handloom Products,customer|professional|seller,What is Ilkal Saree?,"Ilkal Saree is associated with Karnataka. Common material: cotton, silk-cotton and related variants. Common use: everyday and festive wear. Traditional Ilkal sarees are known for characteristic borders and pallu construction.","Ilkal Saree, Karnataka, cotton, silk-cotton and related variants, handloom",Vastra Handloom Product Master
VASTRA-00434,handloom,Handloom Products,customer|professional|seller,What is Molkalmuru Silk Saree?,Molkalmuru Silk Saree is associated with Karnataka. Common material: silk. Common use: festive and ceremonial wear. Traditional Karnataka silk handloom associated with Molkalmuru.,"Molkalmuru Silk Saree, Karnataka, silk, handloom",Vastra Handloom Product Master
VASTRA-00435,handloom,Handloom Products,customer|professional|seller,What is Narayanpet Saree?,Narayanpet Saree is associated with Telangana. Common material: cotton and silk variants. Common use: everyday and festive wear. Narayanpet handloom sarees include cotton and silk variants with characteristic borders and designs.,"Narayanpet Saree, Telangana, cotton and silk variants, handloom",Vastra Handloom Product Master
VASTRA-00436,handloom,Handloom Products,customer|professional|seller,What is Sambalpuri Ikat Saree?,Sambalpuri Ikat Saree is associated with Odisha. Common material: cotton and silk. Common use: everyday and festive wear. Odisha Ikat tradition with yarn resist-dyed patterns.,"Sambalpuri Ikat Saree, Odisha, cotton and silk, handloom",Vastra Handloom Product Master
VASTRA-00437,handloom,Handloom Products,customer|professional|seller,What is Bomkai Saree?,Bomkai Saree is associated with Odisha. Common material: cotton and silk variants. Common use: festive and formal wear. Known for intricate motifs and traditional Odisha weaving.,"Bomkai Saree, Odisha, cotton and silk variants, handloom",Vastra Handloom Product Master
VASTRA-00438,handloom,Handloom Products,customer|professional|seller,What is Khandua Saree?,Khandua Saree is associated with Odisha. Common material: silk/cotton variants. Common use: festive and ceremonial wear. Traditional Odisha textile associated with distinctive motifs and weaving.,"Khandua Saree, Odisha, silk/cotton variants, handloom",Vastra Handloom Product Master
VASTRA-00439,handloom,Handloom Products,customer|professional|seller,What is Tussar Saree?,Tussar Saree is associated with multiple Indian regions. Common material: Tussar silk. Common use: festive and formal wear. Tussar textiles have characteristic texture and natural variation.,"Tussar Saree, multiple Indian regions, Tussar silk, handloom",Vastra Handloom Product Master
VASTRA-00440,handloom,Handloom Products,customer|professional|seller,What is Muga Silk Saree?,Muga Silk Saree is associated with Assam. Common material: Muga silk. Common use: ceremonial and premium wear. Muga silk is a distinctive Assamese silk with natural golden character.,"Muga Silk Saree, Assam, Muga silk, handloom",Vastra Handloom Product Master
VASTRA-00441,handloom,Handloom Products,customer|professional|seller,What is Eri Silk Shawl?,"Eri Silk Shawl is associated with Assam/Northeast. Common material: Eri silk. Common use: winter and ceremonial use. Eri silk is widely used for soft, textured shawls and garments.","Eri Silk Shawl, Assam/Northeast, Eri silk, handloom",Vastra Handloom Product Master
VASTRA-00442,handloom,Handloom Products,customer|professional|seller,What is Kosa Silk Saree?,Kosa Silk Saree is associated with Chhattisgarh. Common material: Tussar/Kosa silk. Common use: festive and formal wear. Kosa is a regional term associated with Tussar silk traditions in Chhattisgarh.,"Kosa Silk Saree, Chhattisgarh, Tussar/Kosa silk, handloom",Vastra Handloom Product Master
VASTRA-00443,handloom,Handloom Products,customer|professional|seller,What is Dhakai Jamdani?,Dhakai Jamdani is associated with Bangladesh and South Asian textile tradition. Common material: cotton and silk variants. Common use: formal and heritage wear. Jamdani is known for intricate supplementary-weft motifs; verify origin and authenticity for specific products.,"Dhakai Jamdani, Bangladesh and South Asian textile tradition, cotton and silk variants, handloom",Vastra Handloom Product Master
VASTRA-00444,handloom,Handloom Products,customer|professional|seller,What is Tangail Saree?,Tangail Saree is associated with West Bengal/Bangladesh textile tradition. Common material: cotton and silk variants. Common use: formal and festive wear. Tangail traditions include fine handwoven sarees with patterned structures.,"Tangail Saree, West Bengal/Bangladesh textile tradition, cotton and silk variants, handloom",Vastra Handloom Product Master
VASTRA-00445,handloom,Handloom Products,customer|professional|seller,What is Tant Saree?,Tant Saree is associated with West Bengal. Common material: cotton. Common use: summer and everyday wear. Lightweight cotton handloom saree associated with Bengal.,"Tant Saree, West Bengal, cotton, handloom",Vastra Handloom Product Master
VASTRA-00446,handloom,Handloom Products,customer|professional|seller,What is Garad Saree?,Garad Saree is associated with West Bengal. Common material: silk. Common use: traditional and ceremonial wear. Traditional Bengal silk saree style.,"Garad Saree, West Bengal, silk, handloom",Vastra Handloom Product Master
VASTRA-00447,handloom,Handloom Products,customer|professional|seller,What is Jamdani Saree?,Jamdani Saree is associated with India/Bangladesh traditions. Common material: cotton and silk variants. Common use: formal and festive wear. Known for supplementary-weft motifs woven into the fabric.,"Jamdani Saree, India/Bangladesh traditions, cotton and silk variants, handloom",Vastra Handloom Product Master
VASTRA-00448,handloom,Handloom Products,customer|professional|seller,What is Khadi Saree?,"Khadi Saree is associated with multiple Indian regions. Common material: hand-spun cotton; silk variants also exist. Common use: everyday, formal and national/heritage wear. Khadi refers to hand-spun and handwoven textile traditions; verify fibre content for each product.","Khadi Saree, multiple Indian regions, hand-spun cotton; silk variants also exist, handloom",Vastra Handloom Product Master
VASTRA-00449,handloom,Handloom Products,customer|professional|seller,What is Mangalagiri Saree?,Mangalagiri Saree is associated with Andhra Pradesh. Common material: cotton. Common use: everyday and festive wear. Known for fine cotton textures and distinctive borders.,"Mangalagiri Saree, Andhra Pradesh, cotton, handloom",Vastra Handloom Product Master
VASTRA-00450,handloom,Handloom Products,customer|professional|seller,What is Venkatagiri Saree?,Venkatagiri Saree is associated with Andhra Pradesh. Common material: cotton and silk variants. Common use: everyday and festive wear. Traditional lightweight weaving associated with Venkatagiri.,"Venkatagiri Saree, Andhra Pradesh, cotton and silk variants, handloom",Vastra Handloom Product Master
VASTRA-00451,handloom,Handloom Products,customer|professional|seller,What is Balaramapuram Saree?,Balaramapuram Saree is associated with Kerala. Common material: cotton. Common use: everyday and festive wear. Fine cotton handloom associated with Balaramapuram.,"Balaramapuram Saree, Kerala, cotton, handloom",Vastra Handloom Product Master
VASTRA-00452,handloom,Handloom Products,customer|professional|seller,What is Kasavu Saree?,Kasavu Saree is associated with Kerala. Common material: cotton with decorative metallic border in traditional styles. Common use: festive and ceremonial wear. Traditional Kerala saree style; decorative metallic elements require careful care.,"Kasavu Saree, Kerala, cotton with decorative metallic border in traditional styles, handloom",Vastra Handloom Product Master
VASTRA-00453,handloom,Handloom Products,customer|professional|seller,What is Chettinad Cotton Saree?,"Chettinad Cotton Saree is associated with Tamil Nadu. Common material: cotton. Common use: everyday wear. Known for strong checks, stripes and bold colour combinations.","Chettinad Cotton Saree, Tamil Nadu, cotton, handloom",Vastra Handloom Product Master
VASTRA-00454,handloom,Handloom Products,customer|professional|seller,What is Coimbatore Cotton Saree?,Coimbatore Cotton Saree is associated with Tamil Nadu. Common material: cotton. Common use: everyday and formal wear. Cotton handloom tradition associated with Coimbatore region.,"Coimbatore Cotton Saree, Tamil Nadu, cotton, handloom",Vastra Handloom Product Master
VASTRA-00455,handloom,Handloom Products,customer|professional|seller,What is Koorainadu Saree?,Koorainadu Saree is associated with Tamil Nadu. Common material: silk/cotton traditions. Common use: traditional and festive wear. Traditional Tamil textile associated with fine weaving.,"Koorainadu Saree, Tamil Nadu, silk/cotton traditions, handloom",Vastra Handloom Product Master
VASTRA-00456,handloom,Handloom Products,customer|professional|seller,What is Madurai Sungudi?,Madurai Sungudi is associated with Tamil Nadu. Common material: cotton. Common use: everyday and summer wear. Traditional tie-dye/resist textile tradition associated with Madurai.,"Madurai Sungudi, Tamil Nadu, cotton, handloom",Vastra Handloom Product Master
VASTRA-00457,handloom,Handloom Products,customer|professional|seller,What is Dhotis / Veshti?,"Dhotis / Veshti is associated with multiple Indian regions. Common material: cotton, silk and blends. Common use: traditional and formal menswear. A rectangular lower garment; names and construction vary by region.","Dhotis / Veshti, multiple Indian regions, cotton, silk and blends, handloom",Vastra Handloom Product Master
VASTRA-00458,handloom,Handloom Products,customer|professional|seller,What is Angavastram?,"Angavastram is associated with South India. Common material: cotton or silk. Common use: shoulder cloth, ceremonial and traditional wear. A rectangular drape worn with traditional attire; care depends on material.","Angavastram, South India, cotton or silk, handloom",Vastra Handloom Product Master
VASTRA-00459,handloom,Handloom Products,customer|professional|seller,What is Mundu?,"Mundu is associated with Kerala. Common material: cotton, sometimes decorative border. Common use: everyday and ceremonial menswear. Traditional Kerala lower garment.","Mundu, Kerala, cotton, sometimes decorative border, handloom",Vastra Handloom Product Master
VASTRA-00460,handloom,Handloom Products,customer|professional|seller,What is Lungi?,Lungi is associated with multiple regions. Common material: cotton and blends. Common use: everyday wear. Comfort-oriented lower garment commonly made from cotton or blends.,"Lungi, multiple regions, cotton and blends, handloom",Vastra Handloom Product Master
VASTRA-00461,handloom,Handloom Products,customer|professional|seller,What is Shawl?,"Shawl is associated with multiple regions. Common material: wool, pashmina, silk, cotton and blends. Common use: winter, ceremonial and fashion use. Care depends entirely on fibre and construction.","Shawl, multiple regions, wool, pashmina, silk, cotton and blends, handloom",Vastra Handloom Product Master
VASTRA-00462,handloom,Handloom Products,customer|professional|seller,What is Stole?,"Stole is associated with multiple regions. Common material: silk, cotton, wool, linen and blends. Common use: fashion accessory and formal wear. Lightweight rectangular accessory; check fibre-specific care.","Stole, multiple regions, silk, cotton, wool, linen and blends, handloom",Vastra Handloom Product Master
VASTRA-00463,handloom,Handloom Products,customer|professional|seller,What is Dupatta?,"Dupatta is associated with multiple regions. Common material: cotton, silk, wool and blends. Common use: traditional and contemporary clothing. Care depends on fibre, embroidery, dye and embellishment.","Dupatta, multiple regions, cotton, silk, wool and blends, handloom",Vastra Handloom Product Master
VASTRA-00464,handloom,Handloom Products,customer|professional|seller,What is Dress Material?,"Dress Material is associated with multiple regions. Common material: cotton, silk, wool, blends. Common use: tailoring and apparel. Sold as coordinated fabric pieces for garments; care depends on composition.","Dress Material, multiple regions, cotton, silk, wool, blends, handloom",Vastra Handloom Product Master
VASTRA-00465,handloom,Handloom Products,customer|professional|seller,What is Kurta Fabric?,"Kurta Fabric is associated with multiple regions. Common material: cotton, linen, silk and blends. Common use: traditional and casual clothing. Fabric intended for tailoring into kurtas or similar garments.","Kurta Fabric, multiple regions, cotton, linen, silk and blends, handloom",Vastra Handloom Product Master
VASTRA-00466,handloom,Handloom Products,customer|professional|seller,What is Handloom Shirt?,"Handloom Shirt is associated with multiple regions. Common material: cotton, linen and blends. Common use: casual and formal wear. Garment made from handwoven fabric; care follows fibre and garment label.","Handloom Shirt, multiple regions, cotton, linen and blends, handloom",Vastra Handloom Product Master
VASTRA-00467,handloom,Handloom Products,customer|professional|seller,What is Handloom Towel?,"Handloom Towel is associated with multiple regions. Common material: cotton and blends. Common use: bath, kitchen and utility use. Absorbent woven textile; cotton is common.","Handloom Towel, multiple regions, cotton and blends, handloom",Vastra Handloom Product Master
VASTRA-00468,handloom,Handloom Products,customer|professional|seller,What is Bedspread?,"Bedspread is associated with multiple regions. Common material: cotton, silk-cotton and blends. Common use: home furnishing. Woven covering for beds; washing depends on size, construction and fibre.","Bedspread, multiple regions, cotton, silk-cotton and blends, handloom",Vastra Handloom Product Master
VASTRA-00469,handloom,Handloom Products,customer|professional|seller,What is Bedsheet?,Bedsheet is associated with multiple regions. Common material: cotton and blends. Common use: home furnishing. Flat woven sheet; check care label for washing and drying.,"Bedsheet, multiple regions, cotton and blends, handloom",Vastra Handloom Product Master
VASTRA-00470,handloom,Handloom Products,customer|professional|seller,What is Blanket?,"Blanket is associated with multiple regions. Common material: wool, cotton and blends. Common use: bedding and warmth. Care depends on fibre and construction.","Blanket, multiple regions, wool, cotton and blends, handloom",Vastra Handloom Product Master
VASTRA-00471,handloom,Handloom Products,customer|professional|seller,What is Dhurrie?,"Dhurrie is associated with multiple regions. Common material: cotton, wool, jute and blends. Common use: floor covering and décor. Flat-woven floor covering; cleaning method depends on fibre and backing.","Dhurrie, multiple regions, cotton, wool, jute and blends, handloom",Vastra Handloom Product Master
VASTRA-00472,handloom,Handloom Products,customer|professional|seller,What is Rug?,"Rug is associated with multiple regions. Common material: cotton, wool, jute and blends. Common use: floor décor. Care depends on fibre, pile and backing.","Rug, multiple regions, cotton, wool, jute and blends, handloom",Vastra Handloom Product Master
